source_url,appointment_id,brand,model,variant,year,km_driven,fuel_type,transmission,body_type,ownership,listing_price_inr,asking_price_lakh,original_price_inr,city,rto,stock_type,scraped_at
https://www.cars24.com/buy-used-renault-triber-2020-cars-new-delhi-44513399113/,44513399113,Renault,TRIBER,RXE MT,2020,39097,Petrol,Manual,SUV,2,315940.0,3.16,393634.0,New Delhi,HR19,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-renault-kwid-2024-cars-chennai-43958476171/,43958476171,Renault,Kwid,CLIMBER MT 1.0,2024,19171,Petrol,Manual,Hatchback,1,478420.0,4.78,512420.0,Chennai,TN25,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-nissan-magnite-2023-cars-new-delhi-41122679197/,41122679197,Nissan,MAGNITE,XL,2023,40563,Petrol,Manual,SUV,2,409615.0,4.1,420015.0,New Delhi,DL9C,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-ahmedabad-21322191160/,21322191160,Hyundai,Grand i10,SPORTZ U2 1.2 CRDI,2017,90434,Diesel,Manual,Hatchback,1,335936.0,3.36,383436.0,Ahmedabad,GJ02,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-rajkot-19033400704/,19033400704,Maruti,Wagon R 1.0,VXI,2016,111095,Petrol,Manual,Hatchback,1,237114.0,2.37,292116.0,Rajkot,GJ08,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-tata-tigor-2019-cars-new-delhi-18284379196/,18284379196,Tata,TIGOR,XZ PLUS PETROL,2019,80297,Petrol,Manual,Sedan,3,312776.0,3.13,324776.0,New Delhi,UK07,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-tata-nexon-2021-cars-kochi-17824993144/,17824993144,Tata,NEXON,XM SUNROOF PETROL,2021,18373,Petrol,Manual,SUV,1,662577.0,6.63,711507.0,Kochi,KL77,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-jeep-compass-2018-cars-kolkata-17369506747/,17369506747,Jeep,Compass,LIMITED (O) 1.4 PETROL AT,2018,67425,Petrol,Automatic,SUV,2,641636.0,6.42,788456.0,Howrah,WB02,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-maruti-ertiga-2013-cars-lucknow-15912793122/,15912793122,Maruti,Ertiga,VXI,2013,42781,Petrol,Manual,SUV,1,360436.0,3.6,400936.0,Lucknow,UP70,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-maruti-swift-2023-cars-hyderabad-15817094102/,15817094102,Maruti,Swift,VXI CNG,2023,91940,CNG,Manual,Hatchback,1,566220.0,5.66,611620.0,Hyderabad,AP39,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-maruti-swift-2020-cars-indore-15776471179/,15776471179,Maruti,Swift,VXI AMT,2020,73936,Petrol,Automatic,Hatchback,1,510120.0,5.1,524120.0,Indore,MP20,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-maruti-swift-2020-cars-patna-14424290146/,14424290146,Maruti,Swift,VXI,2020,68128,Petrol,Manual,Hatchback,1,480556.0,4.81,494556.0,Patna,BR01,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-renault-kwid-2019-cars-rajkot-13502493170/,13502493170,Renault,Kwid,RXL 0.8 EDITION,2019,74893,CNG,Manual,Hatchback,1,250229.0,2.5,308597.0,Rajkot,GJ05,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-maruti-swift-2017-cars-kolkata-11981994120/,11981994120,Maruti,Swift,ZXI,2017,77552,Petrol,Manual,Hatchback,1,373320.0,3.73,389320.0,Kolkata,WB24,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-maruti-swift-2024-cars-chandigarh-11673170177/,11673170177,Maruti,Swift,ZXI PLUS,2024,26554,Petrol,Manual,Hatchback,1,737840.0,7.38,744640.0,Mohali,PB65,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-maruti-swift-2016-cars-ahmedabad-11443493125/,11443493125,Maruti,Swift,LXI,2016,95263,CNG,Manual,Hatchback,1,356936.0,3.57,431636.0,Ahmedabad,GJ01,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-renault-kwid-2017-cars-chennai-11336878155/,11336878155,Renault,Kwid,RXT 1.0,2017,55526,Petrol,Manual,Hatchback,2,303000.0,3.03,37140.0,Chennai,TN48,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-renault-kwid-2018-cars-bangalore-11115792140/,11115792140,Renault,Kwid,RXL,2018,64328,Petrol,Manual,Hatchback,1,283348.0,2.83,303548.0,Bengaluru,KA35,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-maruti-swift-2026-cars-pune-10685774156/,10685774156,Maruti,Swift,VXi (O) AMT,2026,3610,Petrol,Automatic,Hatchback,1,766753.0,7.67,788753.0,Pune,MH14,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-hyundai-creta-2016-cars-hyderabad-10495479111/,10495479111,Hyundai,Creta,SX (O) 1.6 DIESEL,2016,103764,Diesel,Manual,SUV,1,733117.0,7.33,755639.0,Hyderabad,TS12,CARS24_OWNED,2026-08-30T10:48:45+00:00
https://www.cars24.com/buy-used-maruti-swift-2024-cars-bangalore-10249474151/,10249474151,Maruti,Swift,VXI,2024,14968,Petrol,Manual,Hatchback,1,682301.0,6.82,37140.0,Bengaluru,KA04,CARS24_OWNED,2026-08-30T10:48:48+00:00
https://www.cars24.com/buy-used-maruti-swift-2020-cars-new-delhi-10033970118/,10033970118,Maruti,Swift,VXI,2020,36866,Petrol,Manual,Hatchback,1,488940.0,4.89,48940.0,New Delhi,DL11,CARS24_OWNED,2026-08-30T10:48:48+00:00
https://www.cars24.com/buy-used-maruti-swift-2018-cars-noida-10011893138/,10011893138,Maruti,Swift,VXI,2018,59675,Petrol,Manual,Hatchback,2,347940.0,3.48,395780.0,Noida,DL9C,CARS24_OWNED,2026-08-30T10:48:48+00:00
https://www.cars24.com/buy-used-renault-kwid-2017-cars-indore-17226167744/,17226167744,Renault,Kwid,CLIMBER 1.0,2017,53870,Petrol,Manual,Hatchback,1,270140.0,2.7,287140.0,Indore,MP20,CARS24_OWNED,2026-08-30T10:48:48+00:00
https://www.cars24.com/buy-used-renault-kwid-2020-cars-kochi-16786770177/,16786770177,Renault,Kwid,RXL,2020,60822,Petrol,Manual,Hatchback,1,277140.0,2.77,310833.0,Kochi,KL08,CARS24_OWNED,2026-08-30T10:48:48+00:00
https://www.cars24.com/buy-used-maruti-swift-2013-cars-hyderabad-10462199196/,10462199196,Maruti,Swift,ZDI,2013,94083,Diesel,Manual,Hatchback,2,359948.0,3.6,406527.0,Hyderabad,TS12,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-maruti-ertiga-2019-cars-patna-14459899138/,14459899138,Maruti,Ertiga,VDI 1.5,2019,49411,Diesel,Manual,SUV,2,742540.0,7.43,878249.0,Patna,BR01,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-ford-ecosport-2017-cars-hyderabad-10459272119/,10459272119,Ford,Ecosport,TITANIUM 1.5L DIESEL,2017,81665,Diesel,Manual,SUV,1,573276.0,5.73,589276.0,Hyderabad,TS13,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-maruti-s-cross-2015-cars-lucknow-32562046798/,32562046798,Maruti,S Cross,DELTA 1.6,2015,61753,Diesel,Manual,SUV,1,469857.0,4.7,469857.0,Lucknow,UP15,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-ahmedabad-15042490191/,15042490191,Hyundai,Grand i10,SPORTZ (O) 1.2 U2 CRDI,2017,94190,Diesel,Manual,Hatchback,2,308871.0,3.09,364064.0,Ahmedabad,GJ38,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-volkswagen-polo-2019-cars-patna-14434393163/,14434393163,Volkswagen,Polo,HIGHLINE PLUS 1.5,2019,75470,Diesel,Manual,Hatchback,2,530916.0,5.31,593916.0,Patna,BR01,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-maruti-celerio-2016-cars-bangalore-23622662768/,23622662768,Maruti,Celerio,LDI,2016,69066,Diesel,Manual,Hatchback,2,277140.0,2.77,360677.0,Bengaluru,KA19,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-ford-ecosport-2019-cars-surat-32720095139/,32720095139,Ford,Ecosport,TITANIUM 1.5L SPORTS(SUNROOF) DIESEL,2019,109838,Diesel,Manual,SUV,1,610012.0,6.1,638629.0,Surat,GJ26,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-kia-sonet-2023-cars-patna-14477597197/,14477597197,KIA,SONET,HTX 1.5D IMT,2023,64299,Diesel,Manual,SUV,1,828336.0,8.28,1201186.0,Patna,BR01,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-kia-sonet-2021-cars-noida-13863397148/,13863397148,KIA,SONET,HTE 1.5,2021,77156,Diesel,Manual,SUV,1,617111.0,6.17,635111.0,Greater Noida,UP80,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-maruti-ertiga-2015-cars-ahmedabad-34339197172/,34339197172,Maruti,Ertiga,VDI,2015,82454,Diesel,Manual,SUV,2,416797.0,4.17,465497.0,Ahmedabad,GJ12,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-mahindra-bolero-2021-cars-indore-10063095102/,10063095102,Mahindra,Bolero,B4,2021,69497,Diesel,Manual,SUV,1,599040.0,5.99,705552.0,Indore,MP04,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-mahindra-bolero-neo-2021-cars-bangalore-11163275195/,11163275195,Mahindra,BOLERO NEO,N10 R,2021,71289,Diesel,Manual,SUV,1,750840.0,7.51,794840.0,Bengaluru,KA10,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-maruti-swift-2017-cars-karnal-13306697143/,13306697143,Maruti,Swift,LDI (O),2017,68932,Diesel,Manual,Hatchback,1,386239.0,3.86,27420.0,Karnal,HR14,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-hyundai-creta-2017-cars-bangalore-11189178111/,11189178111,Hyundai,Creta,SX PLUS 1.6 DIESEL,2017,106590,Diesel,Manual,SUV,2,810117.0,8.1,859891.0,Bangalore,KA05,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-mahindra-xuv500-2014-cars-bangalore-10244090131/,10244090131,Mahindra,XUV500,W8,2014,113253,Diesel,Manual,SUV,2,574757.0,5.75,600800.0,Bengaluru,KA05,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-kia-seltos-2023-cars-ahmedabad-28375775110/,28375775110,KIA,SELTOS,HTX 1.5 DIESEL IMT,2023,103477,Diesel,Manual,SUV,1,1059464.0,10.59,1091464.0,Ahmedabad,GJ08,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-maruti-swift-dzire-2016-cars-chandigarh-11630277174/,11630277174,Maruti,Swift Dzire,ZDI,2016,91135,Diesel,Manual,Sedan,1,421818.0,4.22,441818.0,Mohali,CH01,CARS24_OWNED,2026-08-30T10:48:50+00:00
https://www.cars24.com/buy-used-maruti-ertiga-2014-cars-mumbai-10314274198/,10314274198,Maruti,Ertiga,VXI CNG,2014,73596,CNG,Manual,SUV,2,419736.0,4.2,469536.0,Mumbai,MH03,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-renault-kwid-2019-cars-rajkot-15061490178/,15061490178,Renault,Kwid,RXL,2019,87656,CNG,Manual,Hatchback,2,236618.0,2.37,244618.0,Rajkot,GJ11,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-tata-punch-2024-cars-lucknow-10025462780/,10025462780,Tata,PUNCH,PURE MT CNG,2024,53335,CNG,Manual,SUV,1,569480.0,5.69,613813.0,Lucknow,UP83,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-tata-tiago-2019-cars-vadodara-13571897141/,13571897141,Tata,Tiago,XT PETROL,2019,121494,CNG,Manual,Hatchback,2,340002.0,3.4,404502.0,Vadodara,GJ04,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-maruti-swift-2014-cars-pune-10613962776/,10613962776,Maruti,Swift,VXI,2014,41166,CNG,Manual,Hatchback,2,335836.0,3.36,385936.0,Pune,MH12,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-pune-10671471118/,10671471118,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2019,33117,CNG,Manual,Hatchback,2,453376.0,4.53,471376.0,Pune,MH12,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-tata-altroz-2021-cars-gurgaon-13373698169/,13373698169,Tata,ALTROZ,XE PETROL,2021,48716,CNG,Manual,Hatchback,1,404300.0,4.04,451704.0,Gurgaon,HR12,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-tata-altroz-2023-cars-ahmedabad-21390373175/,21390373175,Tata,ALTROZ,XZ PLUS SUNROOF CNG,2023,82742,CNG,Manual,Hatchback,1,677449.0,6.77,683729.0,Ahmedabad,GJ02,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-mumbai-10309196143/,10309196143,Maruti,Wagon R 1.0,LXI CNG,2015,78882,CNG,Manual,Hatchback,2,255507.0,2.56,275074.0,Mumbai,MH47,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-maruti-new-wagon-r-2022-cars-faridabad-10141794165/,10141794165,Maruti,New Wagon-R,LXI CNG 1.0,2022,75436,CNG,Manual,Hatchback,1,426680.0,4.27,440680.0,NIT - 3,HR30,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-maruti-celerio-2019-cars-vadodara-13563969759/,13563969759,Maruti,Celerio,VXI,2019,80655,CNG,Manual,Hatchback,1,297601.0,2.98,368739.0,Vadodara,GJ21,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-tata-tiago-2022-cars-new-delhi-10082778170/,10082778170,Tata,Tiago,XT CNG,2022,33279,CNG,Manual,Hatchback,1,419180.0,4.19,490680.0,New Delhi,DL11,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-new-delhi-11096579178/,11096579178,Maruti,New Wagon-R,LXI CNG (O) 1.0,2021,62881,CNG,Manual,Hatchback,1,411167.0,4.11,427167.0,New Delhi,DL5C,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-pune-10679277171/,10679277171,Maruti,Wagon R 1.0,LXI CNG,2018,101604,CNG,Manual,Hatchback,2,315874.0,3.16,348674.0,Pune,MH05,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-maruti-eeco-2024-cars-lucknow-10030163789/,10030163789,Maruti,Eeco,7 STR STD 1.2,2024,65416,CNG,Manual,SUV,1,437536.0,4.38,453536.0,Lucknow,UP92,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-datsun-redi-go-2018-cars-new-delhi-11520364762/,11520364762,Datsun,Redi Go,GOLD LIMITED EDITION,2018,60214,CNG,Manual,Hatchback,2,195140.0,1.95,221704.0,New Delhi,DL14,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-hyundai-verna-2013-cars-pune-10666497169/,10666497169,Hyundai,Verna,FLUIDIC 1.6 VTVT SX,2013,74305,CNG,Manual,Sedan,2,403777.0,4.04,47777.0,Pune,MH14,CARS24_OWNED,2026-08-30T10:48:51+00:00
https://www.cars24.com/buy-used-hyundai-eon-2017-cars-coimbatore-16230890107/,16230890107,Hyundai,Eon,ERA +,2017,71459,Petrol,Manual,Hatchback,1,293570.0,2.94,305570.0,Coimbatore,TN70,CARS24_OWNED,2026-08-30T10:48:53+00:00
https://www.cars24.com/buy-used-honda-city-2022-cars-kolkata-11950977196/,11950977196,Honda,City,1.5L I-VTEC V MT 5TH GEN,2022,35033,Petrol,Manual,Sedan,2,663050.0,6.63,722450.0,Kolkata,WB08,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-city-2015-cars-bangalore-10235290176/,10235290176,Honda,City,1.5L I-VTEC V MT,2015,57146,Petrol,Manual,Sedan,1,564276.0,5.64,56276.0,Bengaluru,KA03,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-maruti-dzire-2021-cars-noida-12809294145/,12809294145,Maruti,Dzire,VXI,2021,59299,Petrol,Manual,Sedan,1,493736.0,4.94,529736.0,Greater Noida,UP93,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-city-2017-cars-kolkata-11913477176/,11913477176,Honda,City,1.5L I-VTEC ZX CVT,2017,82978,Petrol,Automatic,Sedan,1,424476.0,4.24,469476.0,Kolkata,WB02,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-city-2013-cars-mumbai-10306195139/,10306195139,Honda,City,1.5L I-VTEC V MT,2013,47757,Petrol,Manual,Sedan,1,316936.0,3.17,372936.0,Thane West,MH04,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-city-2014-cars-gurgaon-13341693131/,13341693131,Honda,City,1.5L I-VTEC V MT,2014,66367,Petrol,Manual,Sedan,1,289640.0,2.9,359471.0,Gurugram,HR14,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-maruti-dzire-2025-cars-indore-31114476110/,31114476110,Maruti,Dzire,ZXi Plus,2025,16622,Petrol,Manual,Sedan,1,792980.0,7.93,22980.0,Indore,MP13,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-city-2019-cars-chandigarh-16661491175/,16661491175,Honda,City,1.5L I-VTEC V MT,2019,66887,Petrol,Manual,Sedan,1,547696.0,5.48,629463.0,Mohali,PB08,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-maruti-dzire-2018-cars-lucknow-15974294157/,15974294157,Maruti,Dzire,VXI,2018,67849,Petrol,Manual,Sedan,1,431076.0,4.31,484476.0,Lucknow,UP70,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-city-2016-cars-faridabad-11578996135/,11578996135,Honda,City,1.5L I-VTEC V MT,2016,73377,Petrol,Manual,Sedan,1,373816.0,3.74,469879.0,NIT - 3,HR10,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-city-2016-cars-ahmedabad-11451793121/,11451793121,Honda,City,1.5L I-VTEC V MT,2016,90025,Petrol,Manual,Sedan,1,450580.0,4.51,47580.0,Ahmedabad,GJ01,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-city-2016-cars-new-delhi-10577879174/,10577879174,Honda,City,1.5L I-VTEC SV,2016,67937,Petrol,Manual,Sedan,2,317036.0,3.17,339936.0,New Delhi,DL4C,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-amaze-2014-cars-chennai-43931595154/,43931595154,Honda,Amaze,1.2L I-VTEC S,2014,68449,Petrol,Manual,Sedan,2,335936.0,3.36,40936.0,Vadapalani,TN02,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-city-2015-cars-ghaziabad-15528692195/,15528692195,Honda,City,1.5L I-VTEC V MT,2015,102431,Petrol,Manual,Sedan,1,322036.0,3.22,439766.0,Ghaziabad,UP25,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-city-2016-cars-indore-12858399124/,12858399124,Honda,City,1.5L I-VTEC V MT,2016,43173,Petrol,Manual,Sedan,1,422380.0,4.22,485680.0,Indore,MP09,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-hyundai-verna-2018-cars-surat-36449096140/,36449096140,Hyundai,Verna,1.6 VTVT SX O,2018,89867,Petrol,Manual,Sedan,1,657063.0,6.57,769491.0,Surat,GJ16,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-toyota-yaris-2021-cars-visakhapatnam-12195799140/,12195799140,Toyota,YARIS,J MT,2021,57949,Petrol,Manual,Sedan,2,730840.0,7.31,840290.0,Visakhapatnam,AP39,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-honda-city-2017-cars-hyderabad-10482672152/,10482672152,Honda,City,1.5L I-VTEC V MT,2017,76049,Petrol,Manual,Sedan,2,529390.0,5.29,543390.0,Hyderabad,TS07,CARS24_OWNED,2026-08-30T10:48:54+00:00
https://www.cars24.com/buy-used-tata-nexon-2021-cars-patna-14409090106/,14409090106,Tata,NEXON,XE PETROL,2021,50312,Petrol,Manual,SUV,2,509013.0,5.09,586089.0,Patna,BR06,CARS24_OWNED,2026-08-30T10:48:55+00:00
https://www.cars24.com/buy-used-renault-triber-2020-cars-ghaziabad-13872966737/,13872966737,Renault,TRIBER,RXZ,2020,42304,Petrol,Manual,SUV,2,339640.0,3.4,421827.0,Ghaziabad,DL12,CARS24_OWNED,2026-08-30T10:48:55+00:00
https://www.cars24.com/buy-used-tata-nexon-2020-cars-chandigarh-11672996137/,11672996137,Tata,NEXON, XZ Plus LUXS Jet,2020,55986,Petrol,Manual,SUV,1,584751.0,5.85,685751.0,Mohali,HR01,CARS24_OWNED,2026-08-30T10:48:55+00:00
https://www.cars24.com/buy-used-tata-nexon-2022-cars-ahmedabad-11474695150/,11474695150,Tata,NEXON,XM SUNROOF PETROL,2022,85803,Petrol,Manual,SUV,1,624745.0,6.25,64745.0,Ahmedabad,GJ01,CARS24_OWNED,2026-08-30T10:48:55+00:00
https://www.cars24.com/buy-used-renault-triber-2023-cars-faridabad-16347297134/,16347297134,Renault,TRIBER,RXT,2023,42037,Petrol,Manual,SUV,1,462580.0,4.63,505263.0,NIT - 3,HR06,CARS24_OWNED,2026-08-30T10:48:55+00:00
https://www.cars24.com/buy-used-tata-nexon-2020-cars-kochi-16126798166/,16126798166,Tata,NEXON,XZ PLUS (O) PETROL,2020,63710,Petrol,Manual,SUV,1,636165.0,6.36,683872.0,Kochi,KL01,CARS24_OWNED,2026-08-30T10:48:55+00:00
https://www.cars24.com/buy-used-hyundai-venue-2024-cars-noida-15527971178/,15527971178,Hyundai,VENUE,S 1.2,2024,73858,Petrol,Manual,SUV,1,633140.0,6.33,694840.0,Noida,UP16,CARS24_OWNED,2026-08-30T10:48:55+00:00
https://www.cars24.com/buy-used-maruti-ertiga-2020-cars-lucknow-13945775170/,13945775170,Maruti,Ertiga,ZXI+ SHVS,2020,68597,Petrol,Manual,SUV,1,832636.0,8.33,858636.0,Lucknow,UP78,CARS24_OWNED,2026-08-30T10:48:55+00:00
https://www.cars24.com/buy-used-maruti-ertiga-2016-cars-pune-12381574172/,12381574172,Maruti,Ertiga,VXI,2016,67078,Petrol,Manual,SUV,3,547916.0,5.48,572216.0,Pune,MH02,CARS24_OWNED,2026-08-30T10:48:55+00:00
https://www.cars24.com/buy-used-hyundai-venue-2020-cars-chandigarh-11690870111/,11690870111,Hyundai,VENUE,S 1.2,2020,61754,Petrol,Manual,SUV,1,517916.0,5.18,533916.0,Mohali,CH01,CARS24_OWNED,2026-08-30T10:48:55+00:00
https://www.cars24.com/buy-used-hyundai-eon-2015-cars-new-delhi-13421894115/,13421894115,Hyundai,Eon,MAGNA +,2015,43518,Petrol,Manual,Hatchback,1,201140.0,2.01,224877.0,New Delhi,DL8C,CARS24_OWNED,2026-08-30T10:48:57+00:00
https://www.cars24.com/buy-used-renault-kwid-2022-cars-noida-10082277191/,10082277191,Renault,Kwid,RXL,2022,20254,Petrol,Manual,Hatchback,1,299614.0,3.0,309614.0,Noida,UP20,CARS24_OWNED,2026-08-30T10:48:57+00:00
https://www.cars24.com/buy-used-maruti-swift-2022-cars-noida-10085071175/,10085071175,Maruti,Swift,LXI,2022,142854,Petrol,Manual,Hatchback,1,390316.0,3.9,466753.0,Greater Noida,UP14,CARS24_OWNED,2026-08-30T10:48:57+00:00
https://www.cars24.com/buy-used-nissan-magnite-2021-cars-new-delhi-44575495160/,44575495160,Nissan,MAGNITE,XL,2021,50864,Petrol,Manual,SUV,1,385635.0,3.86,401635.0,New Delhi,DL12,CARS24_OWNED,2026-08-30T10:48:57+00:00
https://www.cars24.com/buy-used-nissan-magnite-2023-cars-noida-15141371152/,15141371152,Nissan,MAGNITE,XE,2023,16258,Petrol,Manual,SUV,1,465099.0,4.65,49099.0,Noida,UP15,CARS24_OWNED,2026-08-30T10:48:57+00:00
https://www.cars24.com/buy-used-renault-kwid-2017-cars-gurgaon-13266661759/,13266661759,Renault,Kwid,RXT 1.0,2017,61347,Petrol,Manual,Hatchback,2,170140.0,1.7,241627.0,Gurugram,HR87,CARS24_OWNED,2026-08-30T10:48:57+00:00
https://www.cars24.com/buy-used-nissan-magnite-2022-cars-gurgaon-10167971189/,10167971189,Nissan,MAGNITE,XE,2022,68370,Petrol,Manual,SUV,1,407052.0,4.07,42019.0,Gurugram,HR26,CARS24_OWNED,2026-08-30T10:48:57+00:00
https://www.cars24.com/buy-used-tata-punch-2023-cars-new-delhi-10018092136/,10018092136,Tata,PUNCH,PURE MT,2023,13997,Petrol,Manual,SUV,1,494847.0,4.95,508847.0,New Delhi,DL3C,CARS24_OWNED,2026-08-30T10:48:57+00:00
https://www.cars24.com/buy-used-tata-nexon-2019-cars-noida-13860891188/,13860891188,Tata,NEXON,XZ PETROL,2019,57562,Petrol,Manual,SUV,2,399454.0,3.99,502054.0,Greater Noida,UP80,CARS24_OWNED,2026-08-30T10:48:57+00:00
https://www.cars24.com/buy-used-maruti-ertiga-2015-cars-new-delhi-10031195133/,10031195133,Maruti,Ertiga,VXI,2015,70432,Petrol,Manual,SUV,1,407600.0,4.08,464500.0,New Delhi,DL4C,CARS24_OWNED,2026-08-30T10:48:57+00:00
https://www.cars24.com/buy-used-kia-sonet-2021-cars-gurgaon-29863796195/,29863796195,KIA,SONET,HTK PLUS 1.0 IMT,2021,53637,Petrol,Manual,SUV,1,564286.0,5.64,636086.0,Gurugram,HR16,CARS24_OWNED,2026-08-30T10:48:57+00:00
https://www.cars24.com/buy-used-datsun-redi-go-2017-cars-new-delhi-10765441701/,10765441701,Datsun,Redi Go,T (O),2017,55446,Petrol,Manual,Hatchback,2,134140.0,1.34,183140.0,New Delhi,DL8C,CARS24_OWNED,2026-08-30T10:48:59+00:00
